collection||الجامع الصغير
hadith|7468|لو كان المؤمن على قصبة في البحر لقيض الله له من يؤذيه (2)
hadith|7469|لو كان أسامة جارية لكسوته وحليته حتى أنفقه (3)
hadith|7470|لو كان بعدي نبي لكان عمر بن الخطاب (4).
hadith|7471|لو كان جريج الراهب فقيها عالما لعلم أن إجابته دعاء أمه أولى من عبادة ربه (5)
hadith|7472|لو كان حسن الخلق رجلا يمشي في الناس لكان رجلا صالحا (6)
hadith|7473|لو كان سوء الخلق رجلا يمشى في الناس لكان رجل سوء، وإن الله تعالى لم يخلقني فحاشا (7)
hadith|7474|لو كان شئ سابق القدر لسبقته العين (1)
hadith|7475|لو كان شئ سابق القدر لسبقته العين، وإذا استغسلتم فاغسلوا (2)
hadith|7476|لو كان لابن آدم واد من مال لابتغى إليه ثانيا، ولو كان له واديان لابتغى لهما ثالثا، ولا يملأ جوف ابن آدم إلا التراب، ويتوب الله على من تاب (3).
hadith|7477|لو كان لابن آدم واد من نخل لتمني مثله، ثم تمنى مثله، حتى يتمنى أودية، ولا يملأ جوف ابن آدم إلا التراب (4)
hadith|7478|لو كان لي مثل أحد ذهبا لسرني أن لا يمر علي ثلاث وعندي منه شئ إلا شئ أرصده لدين (5).
hadith|7479|لو كان مسلما فأعتقتم عنه أو تصدقتم عنه أو حججتم عنه بلغه ذلك (6).
hadith|7480|لو كانت الدنيا تعدل عند الله جناح بعوضة ما سقى كافر منها شربة ماء (1).
hadith|7481|لو كنت آمرا أحدا أن يسجد لأحد لأمرت المرأة أن تسجد لزوجها (2)
hadith|7482|لو كنت آمرا أحدا أن يسجد لأحد لأمرت النساء أن يسجدن لأزواجهن لما جعل الله لهم عليهن من الحق (3)
hadith|7483|لو كنت متخذا من أمتي خليلا دون ربي لاتخذت أبا بكر خليلا، ولكن أخي وصاحبي (4)
hadith|7485|لو كنت امرأة لغيرت أظفارك بالحناء (6)
hadith|7486|لو كنتم تغرفون من بطحان ما زدتم (7)
hadith|7487|لو لم تذنبوا لجاء الله تعالى بقوم يذنبون ليغفر لهم (1).
hadith|7488|لو لم تكونوا تذنبون لخفت عليكم ما هو أكبر من ذلك : العجب العجب (2)
hadith|7489|لو لم يبق من الدهر إلا يوم لبعث الله تعالى رجلا من أهل بيتي يملأها عدلا كما ملئت جورا (3)
hadith|7490|لو لم يبق من الدنيا إلا يوم، لطول الله ذلك اليوم حتى يبعث فيه رجل من أهل بيتي، يواطئ اسمه اسمي واسم أبيه اسم أبي، يملأ الأرض قسطا وعدلا كما ملئت ظلما وجورا (4).
hadith|7491|لو لم يبق من الدنيا إلا يوم، لطوله الله حتى يملك رجل من أهل بيتي، يملك جبل الديلم والقسطنطينية (5).
hadith|7492|لو مرت الصدقة على يدي مائة لكان لهم من الأجر مثل أجر المبتدئ من غير أن ينقص من أجره شيئا (6).
hadith|7493|لو نجا أحد من ضمة القبر لنجا سعد بن معاذ، ولقد ضم ضمة ثم روخي عنه (7)
hadith|7494|لو نزل موسى فاتبعتموه وتركتموني لضللتم: أنا حظكم من النبيين، وأنتم حظي من الأمم (1)
hadith|7495|لو يعطى الناس بدعواهم لادعى ناس دماء رجال وأموالهم: ولكن اليمين على المدعى عليه (2)
hadith|7496|لو يعلم الذي يشرب وهو قائم ما في بطنه لاستقاء (3)
hadith|7497|لو يعلم المار بين يدي المصلي ماذا عليه لكان أن يقف أربعين خيرا له من أن يمر بين يديه (4)
hadith|7498|لو يعلم المار بين يدي المصلي، لأحب أن ينكسر فخذه ولا يمر بين يديه (5).
hadith|7499|لو يعلم المؤمن ما عند الله من العقوبة ما طمع في الجنة أحد، ولو يعلم الكافر ما عند الله من الرحمة ما قنط من الجنة أحد (6).
hadith|7500|لو يعلم المرء ما يأتيه بعد الموت ما أكل أكلة ولا شرب شربة إلا وهو يبكي ويضرب على صدره (7)
hadith|7501|لو يعلم الناس من الوحدة ما أعلم ما سار راكب بليل وحده (1)
hadith|7502|لو يعلم الناس ما في النداء والصف الأول ثم لم يجدوا إلا أن يستهموا عليه لاستهموا، ولو يعلمون ما في التهجير لاستبقوا إليه، ولو يعلمون ما في العتمة والصبح لأتوهما ولو حبوا (2)
hadith|7503|لو يعلم الناس ما لهم في التأذين لتضاربوا عليه بالسيوف (3).
hadith|7504|لو يعلم أحدكم ما له في أن يمر بين يدي أخيه معترضا في الصلاة، كان لأن يقيم مائة عام خير له من الخطوة التي خطاها (4).
hadith|7505|لو يعلم صاحب المسألة ما له فيها لم يسأل (5)
hadith|7506|لولا أن أشق على أمتي لأمرتهم بالسواك عند كل صلاة (6)
hadith|7507|لولا أن أشق على أمتي لأمرتهم بالسواك عند كل ص لاة، ولأخرت العشاء إلى ثلث الليل (1)
hadith|7508|لولا أن أشق على أمتي لأمرتهم بالسواك مع كل وضوء (2)
hadith|7509|لولا أن أشق على أمتي لأمرتهم عند كل صلاة 2 بوضوء، ومع كل وضوء بسواك (3).
hadith|7510|لولا أن أشق على أمتي لفرضت عليهم السواك عند كل صلاة كما فرضت عليهم الوضوء (4).
hadith|7511|لولا أن أشق على أمتي لفرضت عليهم السواك مع الوضوء، ولأخرت صلاة العشاء الآخرة إلى نصف الليل (5)
hadith|7512|لولا أن أشق على أمتي لأمرتهم بالسواك والطيب عند كل صلاة (6).
hadith|7513|لولا أن أشق على أمتي لأمرتهم أن يستاكوا بالأسحار (1)
hadith|7514|لولا أن الكلاب أمة من الأمم لأمرت بقتلها كلها، فاقتلوا منها الأسود البهيم (2).
hadith|7515|لولا أن المساكين يكذبون ما أفلح من ردهم (3).
hadith|7516|لولا أن لا تدافنوا، لدعوت الله أن يسمعكم عذاب القبر (4).
hadith|7517|لولا أنكم تذنبون لخلق الله خلقا يذنبون فيغفر لهم (5)
hadith|7518|لولا المرأة لدخل الرجل الجنة (6)
hadith|7519|لولا النساء لعبد الله حقا حقا (7).
hadith|7520|لولا النساء لعبد الله حق عبادته (8)
hadith|7521|لولا بنو إسرائيل لم يخبث الطعام ولم يخنز اللحم، ولولا حواء لم تخن أنثى زوجها (1)
hadith|7522|لولا ضعف الضعيف وسقم السقيم لأخرت صلاة العتمة (2).
hadith|7523|لولا عباد لله ركع، وصبية رضع، وبهائم رتع، لصب عليكم العذاب صبا، ثم رص رصا (3).
hadith|7524|لولا ما مس الحجر من أنجاس الجاهلية، ما مسه ذو عاهة إلا شفى، وما على الأرض شئ من الجنة غيره (4)
hadith|7525|لولا مخافة القود يوم القيامة لأوجعتك بهذا السواك (5)
hadith|7526|ليأتين هذا الحجر يوم القيامة له عينان يبصر بهما ولسان ينطق به يشهد على من استلمه بحق (6)
hadith|7527|ليأتين على القاضي العدل يوم القيامة ساعة يتمنى أنه لم يقض بين اثنين في تمرة قط (1)
hadith|7528|ليأتين على الناس زمان يكذب فيه الصادق، ويصدق فيه الكاذب، ويخون فيه الأمين، ويؤتمن الخؤون، ويشهد المرء ولم يستشهد، ويحلف وإن لم يستحلف، ويكون أسعد الناس بالدنيا لكع بن لكع لا يؤمن بالله ورسوله (2).
hadith|7529|ليأتين على الناس زمان يطوف الرجل فيه بالصدقة من الذهب ثم لا يجد أحدا يأخذها منه، ويرى الرجل الواحد يتبعه أربعون امرأة يلذن به من قلة الرجال وكثرة النساء (3)
hadith|7530|ليأتين على الناس زمان لا يبالي المرء بما أخذ المال أمن حلال أم من حرام (4)؟
hadith|7531|ليأتين على الناس زمان لا يبقى منهم أحد إلا أكل الربا، فإن لم يأكله أصابه من غباره (5)
hadith|7532|ليأتين على أمتي ما أتى على بني إسرائيل حذو النعل بالنعل، حتى إن كان منهم من أتى أمه علانية لكان في أمتي من يصنع ذلك. وإن بني إسرائيل تفرقت على ثنتين وسبعين ملة، وتفترق أمتي على ثلاث وسبعين ملة، كلهم في النار إلا ملة واحدة: ما أنا عليه وأصحابي (1).
hadith|7533|ليؤذن لكم خياركم وليؤمكم قراؤكم (2).
hadith|7534|ليأكل كل رجل من أضحيته (3)
hadith|7535|ليأكل أحدكم بيمينه، وليشرب بيمينه، وليأخذ بيمينه، وليعط بيمينه، فإن الشيطان يأكل بشماله، ويشرب بشماله، ويعطي بشماله، ويأخذ بشماله (4).
hadith|7536|ليؤمكم أكثركم قراءة للقرآن (5).
hadith|7537|ليؤمكم أحسنكم وجها، فإنه أحرى أن يكون أحسنكم خلقا (6)
hadith|7538|ليؤمن هذا البيت جيش يغزونه حتى إذا كانوا ببيداء من الأرض يخسف بأوسطهم وينادي أولهم آخرهم ثم يخسف بهم فلا يبقى إلا الشريد الذي يخبر عنهم (7).
hadith|7539|ليبشر فقراء المؤمنين بالفوز يوم القيامة قبل الأغنياء بمقدار خمسمائة عام: هؤلاء في الجنة ينعمون وهؤلاء يحاسبون (1).
hadith|7540|ليبعثن الله تعالى من مدينة بالشام يقال لها " حمص " سبعين ألفا يوم القيامة لا حساب عليهم ولا عذاب، مبعثهم فيما بين الزيتون والحائط في البرث الأحمر منها (2)
